invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax_5_pct,sales,date,time,payment,cogs,gross_margin_percentage,gross_income,rating
198-66-9832,Cairo,Mandalay,Member,Female,Fashion Accessories,72.04,2,7.204,151.284,02-04-2019,19:38:00,Cash,144.08,4.761904762,7.204,9.5
441-94-7118,Alex,Yangon,Member,Male,Electronic Accessories,71.95,1,3.5975,75.5475,02-04-2019,12:14:00,Cash,71.95,4.761904762,3.5975,7.3
600-38-9738,Giza,Naypyitaw,Member,Male,Sports And Travel,71.92,5,17.98,377.58,17-01-2019,15:05:00,Credit Card,359.6,4.761904762,17.98,4.3
886-77-9084,Giza,Naypyitaw,Normal,Male,Electronic Accessories,71.89,8,28.756,603.876,19-02-2019,11:33:00,Ewallet,575.12,4.761904762,28.756,5.5
262-47-2794,Cairo,Mandalay,Member,Male,Home And Lifestyle,71.86,8,28.744,603.624,03-06-2019,15:07:00,Credit Card,574.88,4.761904762,28.744,6.2
186-79-9562,Cairo,Mandalay,Normal,Male,Health And Beauty,71.77,7,25.1195,527.5095,29-03-2019,14:06:00,Cash,502.39,4.761904762,25.1195,8.9
420-97-3340,Alex,Yangon,Normal,Female,Food And Beverages,71.68,3,10.752,225.792,28-03-2019,15:30:00,Credit Card,215.04,4.761904762,10.752,9.2
373-14-0504,Alex,Yangon,Member,Female,Sports And Travel,71.63,2,7.163,150.423,02-12-2019,14:33:00,Ewallet,143.26,4.761904762,7.163,8.8
857-16-3520,Alex,Yangon,Member,Female,Fashion Accessories,71.46,7,25.011,525.231,28-03-2019,16:06:00,Ewallet,500.22,4.761904762,25.011,4.5
420-11-4919,Giza,Naypyitaw,Member,Female,Food And Beverages,71.39,5,17.8475,374.7975,17-02-2019,19:57:00,Credit Card,356.95,4.761904762,17.8475,5.5
829-34-3910,Alex,Yangon,Member,Female,Health And Beauty,71.38,10,35.69,749.49,29-03-2019,19:21:00,Cash,713.8,4.761904762,35.69,5.7
841-18-8232,Cairo,Mandalay,Normal,Female,Food And Beverages,71.2,1,3.56,74.76,01-05-2019,20:40:00,Credit Card,71.2,4.761904762,3.56,9.2
537-72-0426,Giza,Naypyitaw,Member,Male,Fashion Accessories,70.99,10,35.495,745.395,20-03-2019,16:28:00,Cash,709.9,4.761904762,35.495,5.7
144-51-6085,Alex,Yangon,Member,Male,Home And Lifestyle,70.74,4,14.148,297.108,01-05-2019,16:05:00,Credit Card,282.96,4.761904762,14.148,4.4
334-64-2006,Alex,Yangon,Member,Female,Home And Lifestyle,70.32,2,7.032,147.672,24-03-2019,14:22:00,Ewallet,140.64,4.761904762,7.032,9.6
778-89-7974,Giza,Naypyitaw,Normal,Male,Health And Beauty,70.21,6,21.063,442.323,30-03-2019,14:58:00,Cash,421.26,4.761904762,21.063,7.4
394-55-6384,Giza,Naypyitaw,Member,Female,Sports And Travel,70.19,9,31.5855,663.2955,25-01-2019,13:38:00,Cash,631.71,4.761904762,31.5855,6.7
730-70-9830,Giza,Naypyitaw,Normal,Female,Home And Lifestyle,70.11,6,21.033,441.693,14-03-2019,17:54:00,Ewallet,420.66,4.761904762,21.033,5.2
249-42-3782,Alex,Yangon,Normal,Male,Health And Beauty,70.01,5,17.5025,367.5525,01-03-2019,11:36:00,Ewallet,350.05,4.761904762,17.5025,5.5
136-08-6195,Alex,Yangon,Normal,Female,Home And Lifestyle,69.96,8,27.984,587.664,15-02-2019,17:01:00,Credit Card,559.68,4.761904762,27.984,6.4
593-65-1552,Giza,Naypyitaw,Normal,Female,Home And Lifestyle,69.81,4,13.962,293.202,28-01-2019,20:50:00,Credit Card,279.24,4.761904762,13.962,5.9
174-64-0215,Cairo,Mandalay,Normal,Male,Sports And Travel,69.74,10,34.87,732.27,03-05-2019,17:49:00,Credit Card,697.4,4.761904762,34.87,8.9
868-06-0466,Alex,Yangon,Member,Male,Electronic Accessories,69.58,9,31.311,657.531,19-02-2019,19:38:00,Credit Card,626.22,4.761904762,31.311,7.8
105-31-1824,Alex,Yangon,Member,Male,Sports And Travel,69.52,7,24.332,510.972,02-01-2019,15:10:00,Credit Card,486.64,4.761904762,24.332,8.5
207-73-1363,Cairo,Mandalay,Normal,Male,Health And Beauty,69.51,2,6.951,145.971,03-01-2019,12:15:00,Ewallet,139.02,4.761904762,6.951,8.1
620-02-2046,Giza,Naypyitaw,Normal,Male,Home And Lifestyle,69.4,2,6.94,145.74,27-01-2019,19:48:00,Ewallet,138.8,4.761904762,6.94,9
836-82-5858,Cairo,Mandalay,Member,Male,Health And Beauty,69.37,9,31.2165,655.5465,26-01-2019,19:14:00,Ewallet,624.33,4.761904762,31.2165,4
181-94-6432,Giza,Naypyitaw,Member,Male,Fashion Accessories,69.33,2,6.933,145.593,02-05-2019,19:05:00,Ewallet,138.66,4.761904762,6.933,9.7
354-25-5821,Cairo,Mandalay,Member,Female,Sports And Travel,69.12,6,20.736,435.456,02-08-2019,13:03:00,Cash,414.72,4.761904762,20.736,5.6
286-75-7818,Cairo,Mandalay,Normal,Male,Fashion Accessories,69.08,2,6.908,145.068,31-01-2019,19:48:00,Credit Card,138.16,4.761904762,6.908,6.9
162-65-8559,Giza,Naypyitaw,Member,Male,Food And Beverages,68.98,1,3.449,72.429,21-01-2019,20:13:00,Cash,68.98,4.761904762,3.449,4.8
777-67-2495,Cairo,Mandalay,Normal,Male,Home And Lifestyle,68.97,3,10.3455,217.2555,22-02-2019,11:26:00,Ewallet,206.91,4.761904762,10.3455,8.7
656-95-9349,Alex,Yangon,Member,Female,Health And Beauty,68.93,7,24.1255,506.6355,03-11-2019,11:03:00,Credit Card,482.51,4.761904762,24.1255,4.6
355-53-5943,Alex,Yangon,Member,Female,Electronic Accessories,68.84,6,20.652,433.692,25-02-2019,14:36:00,Ewallet,413.04,4.761904762,20.652,5.8
725-32-9708,Cairo,Mandalay,Member,Female,Fashion Accessories,68.71,4,13.742,288.582,01-04-2019,19:01:00,Cash,274.84,4.761904762,13.742,4.1
276-75-6884,Alex,Yangon,Normal,Female,Health And Beauty,68.71,3,10.3065,216.4365,03-04-2019,10:05:00,Cash,206.13,4.761904762,10.3065,8.7
338-65-2210,Giza,Naypyitaw,Member,Female,Health And Beauty,68.6,10,34.3,720.3,02-05-2019,19:57:00,Cash,686,4.761904762,34.3,9.1
400-80-4065,Giza,Naypyitaw,Member,Male,Health And Beauty,68.55,4,13.71,287.91,15-02-2019,20:21:00,Credit Card,274.2,4.761904762,13.71,9.2
663-86-9076,Giza,Naypyitaw,Member,Female,Food And Beverages,68.54,8,27.416,575.736,01-08-2019,15:57:00,Ewallet,548.32,4.761904762,27.416,8.5
232-16-2483,Giza,Naypyitaw,Member,Female,Sports And Travel,68.12,1,3.406,71.526,01-07-2019,12:28:00,Ewallet,68.12,4.761904762,3.406,6.8
201-63-8275,Giza,Naypyitaw,Member,Female,Sports And Travel,67.99,7,23.7965,499.7265,17-02-2019,16:50:00,Ewallet,475.93,4.761904762,23.7965,5.7
151-33-7434,Cairo,Mandalay,Normal,Female,Food And Beverages,67.77,1,3.3885,71.1585,02-04-2019,20:43:00,Credit Card,67.77,4.761904762,3.3885,6.5
443-59-0061,Alex,Yangon,Member,Male,Food And Beverages,67.45,10,33.725,708.225,02-03-2019,11:25:00,Ewallet,674.5,4.761904762,33.725,4.2
783-09-1637,Cairo,Mandalay,Normal,Female,Sports And Travel,67.43,5,16.8575,354.0075,03-06-2019,18:13:00,Ewallet,337.15,4.761904762,16.8575,6.3
474-33-8305,Giza,Naypyitaw,Member,Male,Fashion Accessories,67.39,7,23.5865,495.3165,23-03-2019,13:23:00,Ewallet,471.73,4.761904762,23.5865,6.9
741-73-3559,Cairo,Mandalay,Normal,Male,Sports And Travel,67.27,5,16.8175,353.1675,27-02-2019,17:27:00,Cash,336.35,4.761904762,16.8175,6.9
882-40-4577,Alex,Yangon,Member,Male,Sports And Travel,67.26,4,13.452,282.492,19-01-2019,15:28:00,Credit Card,269.04,4.761904762,13.452,8
305-03-2383,Alex,Yangon,Normal,Female,Food And Beverages,67.1,3,10.065,211.365,15-02-2019,10:36:00,Cash,201.3,4.761904762,10.065,7.5
422-29-8786,Alex,Yangon,Normal,Female,Home And Lifestyle,67.09,5,16.7725,352.2225,01-03-2019,16:47:00,Credit Card,335.45,4.761904762,16.7725,9.1
498-41-1961,Cairo,Mandalay,Normal,Male,Health And Beauty,66.68,5,16.67,350.07,20-02-2019,18:01:00,Cash,333.4,4.761904762,16.67,7.6
672-51-8681,Giza,Naypyitaw,Member,Female,Electronic Accessories,66.65,9,29.9925,629.8425,01-04-2019,18:19:00,Credit Card,599.85,4.761904762,29.9925,9.7
720-72-2436,Alex,Yangon,Normal,Male,Food And Beverages,66.52,4,13.304,279.384,03-02-2019,18:14:00,Ewallet,266.08,4.761904762,13.304,6.9
188-55-0967,Cairo,Mandalay,Member,Male,Health And Beauty,66.47,10,33.235,697.935,15-01-2019,15:01:00,Credit Card,664.7,4.761904762,33.235,5
366-93-0948,Alex,Yangon,Member,Male,Electronic Accessories,66.35,1,3.3175,69.6675,31-01-2019,10:46:00,Credit Card,66.35,4.761904762,3.3175,9.7
568-90-5112,Giza,Naypyitaw,Normal,Male,Health And Beauty,66.14,4,13.228,277.788,19-03-2019,12:46:00,Credit Card,264.56,4.761904762,13.228,5.6
213-32-1216,Alex,Yangon,Normal,Female,Electronic Accessories,66.06,6,19.818,416.178,23-01-2019,10:28:00,Cash,396.36,4.761904762,19.818,7.3
541-08-3113,Giza,Naypyitaw,Normal,Male,Food And Beverages,65.97,8,26.388,554.148,02-02-2019,20:29:00,Cash,527.76,4.761904762,26.388,8.4
380-94-4661,Giza,Naypyitaw,Member,Male,Electronic Accessories,65.94,4,13.188,276.948,02-07-2019,13:05:00,Credit Card,263.76,4.761904762,13.188,6.9
468-88-0009,Alex,Yangon,Member,Male,Home And Lifestyle,65.94,4,13.188,276.948,24-03-2019,10:29:00,Cash,263.76,4.761904762,13.188,6
200-40-6154,Cairo,Mandalay,Member,Male,Home And Lifestyle,65.91,6,19.773,415.233,02-09-2019,11:45:00,Cash,395.46,4.761904762,19.773,5.7
347-56-2442,Alex,Yangon,Normal,Male,Home And Lifestyle,65.82,1,3.291,69.111,22-02-2019,15:33:00,Cash,65.82,4.761904762,3.291,4.1
651-88-7328,Alex,Yangon,Normal,Female,Fashion Accessories,65.74,9,29.583,621.243,01-01-2019,13:55:00,Cash,591.66,4.761904762,29.583,7.7
200-16-5952,Giza,Naypyitaw,Member,Male,Food And Beverages,65.65,2,6.565,137.865,17-01-2019,16:46:00,Cash,131.3,4.761904762,6.565,6
102-77-2261,Giza,Naypyitaw,Member,Male,Health And Beauty,65.31,7,22.8585,480.0285,03-05-2019,18:02:00,Credit Card,457.17,4.761904762,22.8585,4.2
154-87-7367,Giza,Naypyitaw,Normal,Male,Home And Lifestyle,65.26,8,26.104,548.184,15-03-2019,14:04:00,Ewallet,522.08,4.761904762,26.104,6.3
457-13-1708,Cairo,Mandalay,Member,Male,Fashion Accessories,65.23,10,32.615,684.915,01-08-2019,19:07:00,Credit Card,652.3,4.761904762,32.615,5.2
502-05-1910,Alex,Yangon,Normal,Male,Health And Beauty,65.18,3,9.777,205.317,25-02-2019,20:35:00,Credit Card,195.54,4.761904762,9.777,6.3
881-41-7302,Giza,Naypyitaw,Normal,Female,Fashion Accessories,64.99,1,3.2495,68.2395,26-01-2019,10:06:00,Credit Card,64.99,4.761904762,3.2495,4.5
815-04-6282,Giza,Naypyitaw,Member,Female,Sports And Travel,64.97,5,16.2425,341.0925,02-08-2019,12:52:00,Credit Card,324.85,4.761904762,16.2425,6.5
538-22-0304,Giza,Naypyitaw,Normal,Male,Electronic Accessories,64.95,10,32.475,681.975,24-03-2019,18:27:00,Cash,649.5,4.761904762,32.475,5.2
767-97-4650,Cairo,Mandalay,Member,Female,Sports And Travel,64.83,2,6.483,136.143,01-08-2019,11:59:00,Credit Card,129.66,4.761904762,6.483,8
852-82-2749,Alex,Yangon,Normal,Male,Sports And Travel,64.59,4,12.918,271.278,01-06-2019,13:35:00,Ewallet,258.36,4.761904762,12.918,9.3
676-39-6028,Alex,Yangon,Member,Female,Electronic Accessories,64.44,5,16.11,338.31,30-03-2019,17:04:00,Cash,322.2,4.761904762,16.11,6.6
152-08-9985,Cairo,Mandalay,Member,Female,Health And Beauty,64.36,9,28.962,608.202,03-12-2019,12:09:00,Credit Card,579.24,4.761904762,28.962,8.6
797-88-0493,Alex,Yangon,Normal,Female,Health And Beauty,64.27,4,12.854,269.934,26-03-2019,13:54:00,Cash,257.08,4.761904762,12.854,7.7
130-98-8941,Giza,Naypyitaw,Normal,Male,Fashion Accessories,64.26,7,22.491,472.311,02-09-2019,10:00:00,Cash,449.82,4.761904762,22.491,5.7
149-61-1929,Alex,Yangon,Normal,Male,Sports And Travel,64.19,10,32.095,673.995,19-01-2019,14:08:00,Credit Card,641.9,4.761904762,32.095,6.7
752-23-3760,Cairo,Mandalay,Member,Female,Sports And Travel,64.08,7,22.428,470.988,19-02-2019,19:29:00,Credit Card,448.56,4.761904762,22.428,7.3
458-10-8612,Giza,Naypyitaw,Normal,Male,Health And Beauty,64.08,7,22.428,470.988,20-01-2019,12:27:00,Ewallet,448.56,4.761904762,22.428,7.6
336-78-2147,Giza,Naypyitaw,Member,Female,Home And Lifestyle,63.91,8,25.564,536.844,13-03-2019,19:52:00,Credit Card,511.28,4.761904762,25.564,4.6
410-67-1709,Alex,Yangon,Member,Female,Fashion Accessories,63.88,8,25.552,536.592,20-01-2019,17:48:00,Ewallet,511.04,4.761904762,25.552,9.9
374-38-5555,Cairo,Mandalay,Normal,Female,Fashion Accessories,63.71,5,15.9275,334.4775,02-07-2019,19:30:00,Ewallet,318.55,4.761904762,15.9275,8.5
275-28-0149,Alex,Yangon,Normal,Male,Sports And Travel,63.69,1,3.1845,66.8745,25-02-2019,16:21:00,Cash,63.69,4.761904762,3.1845,6
727-17-0390,Alex,Yangon,Normal,Female,Food And Beverages,63.61,5,15.9025,333.9525,16-03-2019,12:43:00,Ewallet,318.05,4.761904762,15.9025,4.8
648-83-1321,Alex,Yangon,Member,Male,Home And Lifestyle,63.56,10,31.78,667.38,16-01-2019,17:59:00,Cash,635.6,4.761904762,31.78,4.3
721-86-6247,Alex,Yangon,Normal,Female,Home And Lifestyle,63.42,8,25.368,532.728,03-11-2019,12:55:00,Ewallet,507.36,4.761904762,25.368,7.4
556-97-7101,Giza,Naypyitaw,Normal,Female,Electronic Accessories,63.22,2,6.322,132.762,01-01-2019,15:51:00,Cash,126.44,4.761904762,6.322,8.5
501-61-1753,Cairo,Mandalay,Normal,Female,Home And Lifestyle,63.15,6,18.945,397.845,01-03-2019,20:24:00,Ewallet,378.9,4.761904762,18.945,9.8
375-72-3056,Cairo,Mandalay,Normal,Male,Sports And Travel,63.06,3,9.459,198.639,19-01-2019,15:58:00,Ewallet,189.18,4.761904762,9.459,7
133-14-7229,Giza,Naypyitaw,Normal,Male,Health And Beauty,62.87,2,6.287,132.027,01-01-2019,11:43:00,Cash,125.74,4.761904762,6.287,5
574-80-1489,Cairo,Mandalay,Member,Female,Food And Beverages,62.85,4,12.57,263.97,25-02-2019,13:22:00,Ewallet,251.4,4.761904762,12.57,8.7
101-81-4070,Giza,Naypyitaw,Member,Female,Health And Beauty,62.82,2,6.282,131.922,17-01-2019,12:36:00,Ewallet,125.64,4.761904762,6.282,4.9
217-58-1179,Alex,Yangon,Member,Male,Home And Lifestyle,62.65,4,12.53,263.13,01-05-2019,11:25:00,Cash,250.6,4.761904762,12.53,4.2
129-29-8530,Alex,Yangon,Member,Female,Sports And Travel,62.62,5,15.655,328.755,03-10-2019,19:15:00,Ewallet,313.1,4.761904762,15.655,7
636-17-0325,Cairo,Mandalay,Normal,Male,Health And Beauty,62.57,4,12.514,262.794,25-02-2019,18:37:00,Cash,250.28,4.761904762,12.514,9.5
278-97-7759,Alex,Yangon,Member,Female,Electronic Accessories,62.48,1,3.124,65.604,18-02-2019,20:29:00,Cash,62.48,4.761904762,3.124,4.7
826-58-8051,Cairo,Mandalay,Normal,Male,Home And Lifestyle,62.19,4,12.438,261.198,01-06-2019,19:46:00,Ewallet,248.76,4.761904762,12.438,4.3
189-55-2313,Giza,Naypyitaw,Normal,Female,Fashion Accessories,62.18,10,31.09,652.89,31-01-2019,10:33:00,Ewallet,621.8,4.761904762,31.09,6
630-74-5166,Alex,Yangon,Member,Female,Sports And Travel,62.13,6,18.639,391.419,22-03-2019,20:19:00,Cash,372.78,4.761904762,18.639,7.4
796-12-2025,Giza,Naypyitaw,Member,Female,Fashion Accessories,62.12,10,31.06,652.26,02-11-2019,16:19:00,Cash,621.2,4.761904762,31.06,5.9
468-01-2051,Cairo,Mandalay,Normal,Male,Food And Beverages,62.08,7,21.728,456.288,03-06-2019,13:46:00,Ewallet,434.56,4.761904762,21.728,5.4
552-44-5977,Cairo,Mandalay,Member,Male,Health And Beauty,62,8,24.8,520.8,01-03-2019,19:08:00,Credit Card,496,4.761904762,24.8,6.2
563-91-7120,Alex,Yangon,Normal,Female,Fashion Accessories,61.77,5,15.4425,324.2925,03-08-2019,13:21:00,Cash,308.85,4.761904762,15.4425,6.7
426-39-2418,Giza,Naypyitaw,Normal,Male,Electronic Accessories,61.41,7,21.4935,451.3635,14-01-2019,10:02:00,Cash,429.87,4.761904762,21.4935,9.8
291-21-5991,Cairo,Mandalay,Member,Male,Health And Beauty,61.29,5,15.3225,321.7725,29-03-2019,14:28:00,Cash,306.45,4.761904762,15.3225,7
261-12-8671,Cairo,Mandalay,Normal,Female,Fashion Accessories,60.96,2,6.096,128.016,25-01-2019,19:39:00,Credit Card,121.92,4.761904762,6.096,4.9
541-48-8554,Alex,Yangon,Normal,Male,Sports And Travel,60.95,9,27.4275,575.9775,01-07-2019,12:08:00,Credit Card,548.55,4.761904762,27.4275,6
652-49-6720,Giza,Naypyitaw,Member,Female,Electronic Accessories,60.95,1,3.0475,63.9975,18-02-2019,11:40:00,Ewallet,60.95,4.761904762,3.0475,5.9
272-65-1806,Alex,Yangon,Member,Female,Electronic Accessories,60.88,9,27.396,575.316,15-01-2019,17:17:00,Ewallet,547.92,4.761904762,27.396,4.7
816-57-2053,Alex,Yangon,Normal,Male,Sports And Travel,60.87,2,6.087,127.827,03-09-2019,12:37:00,Ewallet,121.74,4.761904762,6.087,8.7
443-60-9639,Giza,Naypyitaw,Member,Female,Home And Lifestyle,60.87,1,3.0435,63.9135,24-01-2019,13:24:00,Cash,60.87,4.761904762,3.0435,5.5
781-84-8059,Giza,Naypyitaw,Normal,Male,Fashion Accessories,60.74,7,21.259,446.439,18-01-2019,16:23:00,Ewallet,425.18,4.761904762,21.259,5
704-10-4056,Giza,Naypyitaw,Member,Male,Health And Beauty,60.47,3,9.0705,190.4805,14-01-2019,10:55:00,Credit Card,181.41,4.761904762,9.0705,5.6
626-43-7888,Giza,Naypyitaw,Normal,Female,Fashion Accessories,60.41,8,24.164,507.444,02-07-2019,12:23:00,Ewallet,483.28,4.761904762,24.164,9.6
305-18-3552,Cairo,Mandalay,Member,Male,Home And Lifestyle,60.38,10,30.19,633.99,02-12-2019,16:19:00,Cash,603.8,4.761904762,30.19,6
458-61-0011,Cairo,Mandalay,Normal,Male,Food And Beverages,60.3,4,12.06,253.26,20-02-2019,18:43:00,Cash,241.2,4.761904762,12.06,5.8
291-59-1384,Cairo,Mandalay,Normal,Male,Electronic Accessories,60.3,1,3.015,63.315,28-02-2019,17:38:00,Cash,60.3,4.761904762,3.015,6
133-77-3154,Cairo,Mandalay,Member,Male,Fashion Accessories,60.18,4,12.036,252.756,16-02-2019,18:04:00,Credit Card,240.72,4.761904762,12.036,9.4
109-86-4363,Cairo,Mandalay,Member,Female,Sports And Travel,60.08,7,21.028,441.588,14-02-2019,11:36:00,Credit Card,420.56,4.761904762,21.028,4.5
307-83-9164,Alex,Yangon,Member,Male,Home And Lifestyle,60.01,4,12.002,252.042,25-01-2019,15:54:00,Cash,240.04,4.761904762,12.002,4.5
339-38-9982,Cairo,Mandalay,Member,Male,Fashion Accessories,59.86,2,5.986,125.706,13-01-2019,14:55:00,Ewallet,119.72,4.761904762,5.986,6.7
448-81-5016,Alex,Yangon,Normal,Male,Health And Beauty,59.77,2,5.977,125.517,03-11-2019,12:01:00,Credit Card,119.54,4.761904762,5.977,5.8
379-17-6588,Giza,Naypyitaw,Normal,Male,Fashion Accessories,59.61,10,29.805,625.905,14-03-2019,11:07:00,Cash,596.1,4.761904762,29.805,5.3
728-47-9078,Giza,Naypyitaw,Member,Male,Food And Beverages,59.59,4,11.918,250.278,19-01-2019,12:46:00,Cash,238.36,4.761904762,11.918,9.8
648-94-3045,Giza,Naypyitaw,Normal,Male,Health And Beauty,58.95,10,29.475,618.975,02-07-2019,14:27:00,Ewallet,589.5,4.761904762,29.475,8.1
497-37-6538,Alex,Yangon,Normal,Male,Sports And Travel,58.91,7,20.6185,432.9885,17-01-2019,15:15:00,Ewallet,412.37,4.761904762,20.6185,9.7
704-11-6354,Alex,Yangon,Member,Male,Home And Lifestyle,58.9,8,23.56,494.76,01-06-2019,11:23:00,Cash,471.2,4.761904762,23.56,8.9
137-63-5492,Giza,Naypyitaw,Normal,Male,Electronic Accessories,58.76,10,29.38,616.98,29-01-2019,14:26:00,Ewallet,587.6,4.761904762,29.38,9
725-67-2480,Cairo,Mandalay,Member,Female,Fashion Accessories,58.75,6,17.625,370.125,24-03-2019,18:14:00,Credit Card,352.5,4.761904762,17.625,5.9
503-07-0930,Giza,Naypyitaw,Member,Male,Sports And Travel,58.39,7,20.4365,429.1665,23-02-2019,19:49:00,Credit Card,408.73,4.761904762,20.4365,8.2
545-07-8534,Giza,Naypyitaw,Normal,Female,Health And Beauty,58.32,2,5.832,122.472,14-02-2019,12:42:00,Ewallet,116.64,4.761904762,5.832,6
212-62-1842,Alex,Yangon,Member,Female,Food And Beverages,58.26,6,17.478,367.038,28-03-2019,16:44:00,Cash,349.56,4.761904762,17.478,9.9
210-57-1719,Cairo,Mandalay,Normal,Female,Health And Beauty,58.24,9,26.208,550.368,02-05-2019,12:34:00,Cash,524.16,4.761904762,26.208,9.7
123-19-1176,Alex,Yangon,Member,Female,Health And Beauty,58.22,8,23.288,489.048,27-01-2019,20:33:00,Ewallet,465.76,4.761904762,23.288,8.4
809-46-1866,Alex,Yangon,Normal,Male,Health And Beauty,58.15,4,11.63,244.23,23-01-2019,17:44:00,Cash,232.6,4.761904762,11.63,8.4
645-44-1170,Alex,Yangon,Member,Female,Home And Lifestyle,58.07,9,26.1315,548.7615,19-01-2019,20:07:00,Ewallet,522.63,4.761904762,26.1315,4.3
745-74-0715,Alex,Yangon,Normal,Male,Electronic Accessories,58.03,2,5.803,121.863,03-10-2019,20:46:00,Ewallet,116.06,4.761904762,5.803,8.8
692-27-8933,Cairo,Mandalay,Normal,Female,Sports And Travel,57.95,6,17.385,365.085,24-02-2019,13:02:00,Cash,347.7,4.761904762,17.385,5.2
114-35-5271,Cairo,Mandalay,Normal,Female,Electronic Accessories,57.91,8,23.164,486.444,02-07-2019,15:06:00,Cash,463.28,4.761904762,23.164,8.1
349-97-8902,Cairo,Mandalay,Member,Male,Food And Beverages,57.89,2,5.789,121.569,17-01-2019,10:37:00,Ewallet,115.78,4.761904762,5.789,8.9
779-42-2410,Cairo,Mandalay,Member,Male,Food And Beverages,57.74,3,8.661,181.881,20-02-2019,13:06:00,Ewallet,173.22,4.761904762,8.661,7.7
234-36-2483,Cairo,Mandalay,Normal,Male,Health And Beauty,57.59,6,17.277,362.817,15-02-2019,13:51:00,Cash,345.54,4.761904762,17.277,5.1
542-41-0513,Cairo,Mandalay,Member,Female,Electronic Accessories,57.49,4,11.498,241.458,15-03-2019,11:57:00,Cash,229.96,4.761904762,11.498,6.6
790-29-1172,Cairo,Mandalay,Normal,Female,Food And Beverages,57.34,3,8.601,180.621,03-10-2019,18:59:00,Credit Card,172.02,4.761904762,8.601,7.9
500-02-2261,Giza,Naypyitaw,Normal,Female,Food And Beverages,57.29,6,17.187,360.927,21-03-2019,17:04:00,Ewallet,343.74,4.761904762,17.187,5.9
747-58-7183,Cairo,Mandalay,Normal,Male,Fashion Accessories,57.27,3,8.5905,180.4005,02-09-2019,20:31:00,Ewallet,171.81,4.761904762,8.5905,6.5
848-07-1692,Cairo,Mandalay,Normal,Female,Health And Beauty,57.22,2,5.722,120.162,01-12-2019,17:13:00,Ewallet,114.44,4.761904762,5.722,8.3
659-36-1684,Giza,Naypyitaw,Member,Female,Sports And Travel,57.12,7,19.992,419.832,01-12-2019,12:02:00,Credit Card,399.84,4.761904762,19.992,6.5
370-41-7321,Cairo,Mandalay,Member,Female,Health And Beauty,56.69,9,25.5105,535.7205,27-02-2019,17:24:00,Credit Card,510.21,4.761904762,25.5105,8.4
886-18-2897,Alex,Yangon,Normal,Female,Food And Beverages,56.56,5,14.14,296.94,22-03-2019,19:06:00,Credit Card,282.8,4.761904762,14.14,4.5
256-08-8343,Alex,Yangon,Normal,Female,Home And Lifestyle,56.53,4,11.306,237.426,03-04-2019,19:48:00,Ewallet,226.12,4.761904762,11.306,5.5
584-66-4073,Giza,Naypyitaw,Normal,Male,Fashion Accessories,56.5,1,2.825,59.325,13-03-2019,15:45:00,Ewallet,56.5,4.761904762,2.825,9.6
268-27-6179,Cairo,Mandalay,Member,Female,Fashion Accessories,56.47,8,22.588,474.348,03-09-2019,14:57:00,Ewallet,451.76,4.761904762,22.588,7.3
151-27-8496,Giza,Naypyitaw,Normal,Female,Electronic Accessories,56.13,4,11.226,235.746,19-01-2019,11:43:00,Ewallet,224.52,4.761904762,11.226,8.6
554-53-8700,Giza,Naypyitaw,Member,Female,Home And Lifestyle,56.11,2,5.611,117.831,02-02-2019,10:11:00,Cash,112.22,4.761904762,5.611,6.3
588-47-8641,Alex,Yangon,Member,Male,Fashion Accessories,56.04,10,28.02,588.42,14-01-2019,19:30:00,Ewallet,560.4,4.761904762,28.02,4.4
635-28-5728,Alex,Yangon,Normal,Male,Health And Beauty,56,3,8.4,176.4,28-02-2019,19:33:00,Ewallet,168,4.761904762,8.4,4.8
433-75-6987,Cairo,Mandalay,Member,Female,Health And Beauty,55.97,7,19.5895,411.3795,03-05-2019,19:06:00,Ewallet,391.79,4.761904762,19.5895,8.9
660-29-7083,Giza,Naypyitaw,Normal,Male,Electronic Accessories,55.87,10,27.935,586.635,15-01-2019,15:01:00,Cash,558.7,4.761904762,27.935,5.8
563-47-4072,Cairo,Mandalay,Normal,Female,Health And Beauty,55.81,6,16.743,351.603,22-01-2019,11:52:00,Cash,334.86,4.761904762,16.743,9.9
803-83-5989,Giza,Naypyitaw,Member,Female,Home And Lifestyle,55.73,6,16.719,351.099,24-02-2019,10:55:00,Ewallet,334.38,4.761904762,16.719,7
794-32-2436,Cairo,Mandalay,Member,Male,Electronic Accessories,55.67,2,5.567,116.907,27-03-2019,15:08:00,Ewallet,111.34,4.761904762,5.567,6
733-29-1227,Giza,Naypyitaw,Normal,Male,Home And Lifestyle,55.61,7,19.4635,408.7335,23-03-2019,12:41:00,Cash,389.27,4.761904762,19.4635,8.5
442-44-6497,Giza,Naypyitaw,Member,Male,Home And Lifestyle,55.57,3,8.3355,175.0455,01-08-2019,11:42:00,Credit Card,166.71,4.761904762,8.3355,5.9
787-87-2010,Alex,Yangon,Member,Male,Health And Beauty,55.5,4,11.1,233.1,20-01-2019,15:48:00,Credit Card,222,4.761904762,11.1,6.6
491-38-3499,Alex,Yangon,Member,Male,Fashion Accessories,55.45,1,2.7725,58.2225,26-02-2019,17:46:00,Credit Card,55.45,4.761904762,2.7725,4.9
